nom,url_spotify,url_deezer,categorie,genre
Jaso 930,https://open.spotify.com/artist/4nQV8vkMrr01QMueeoPdBu,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jaxxon936,https://open.spotify.com/artist/0dkYlOk2RMo0gptziZCpvz,,Rap-HipHop-RnB,Rap-HipHop-RnB
IN.94,https://open.spotify.com/artist/0uFKA5yAa06BUDouOb1X8C,,Rap-HipHop-RnB,Rap-HipHop-RnB
Gana94,https://open.spotify.com/artist/5fe4yuC5Bkje8RvHWImwoO,,Rap-HipHop-RnB,Rap-HipHop-RnB
Selim Du 94,https://open.spotify.com/artist/44Ksj1X9OheouX8eTKblOt,,Rap-HipHop-RnB,Rap-HipHop-RnB
Spzy94,https://open.spotify.com/artist/248vLcO5YRWGyVSX9GASDT,,Rap-HipHop-RnB,Rap-HipHop-RnB
949PAYA$o,https://open.spotify.com/artist/1IKjfLTjdQB5p8lqsTgJI1,,Rap-HipHop-RnB,Rap-HipHop-RnB
949_creeper,https://open.spotify.com/artist/1dsLZMddSbqEnWNrXAZMr7,,Rap-HipHop-RnB,Rap-HipHop-RnB
Karma 94,https://open.spotify.com/artist/1s1KgcCLx44NR59HUXy3ic,,Rap-HipHop-RnB,Rap-HipHop-RnB
Ararat 94,https://open.spotify.com/artist/7H4UCmnZnE4nqw17ViN2B3,,Rap-HipHop-RnB,Rap-HipHop-RnB
Grizzly 942,https://open.spotify.com/artist/4KLjcYXXF6lORi2XOXAmz2,,Rap-HipHop-RnB,Rap-HipHop-RnB
Lunar949,https://open.spotify.com/artist/5FM4iItgDdg47zRKbWnjzd,,Rap-HipHop-RnB,Rap-HipHop-RnB
94DEEPC1,https://open.spotify.com/artist/6gTh9HWrp6eXCFimIWygjn,,Rap-HipHop-RnB,Rap-HipHop-RnB
94cbase,https://open.spotify.com/artist/1Kfww739H8cWDoDKUGRa51,,Rap-HipHop-RnB,Rap-HipHop-RnB
9492,https://open.spotify.com/artist/3HTHXAB7L2s7GJckLusXwM,,Rap-HipHop-RnB,Rap-HipHop-RnB
ELAY,https://open.spotify.com/artist/06kGXnIA5ByoJa2SEg2m9H,,Rap-HipHop-RnB,Rap-HipHop-RnB
Vernex,https://open.spotify.com/artist/5OaeD9pHLRaEXNf6qZtgmC,,Rap-HipHop-RnB,Rap-HipHop-RnB
Steel Alive,https://open.spotify.com/artist/6Ue7qVC6YnNOfsPxmBjefu,,Rap-HipHop-RnB,Rap-HipHop-RnB
Kamelon Officiel,https://open.spotify.com/artist/0k3C7u1fCchhNMHbcBy9xN,,Rap-HipHop-RnB,Rap-HipHop-RnB
Ino Casablanca,https://open.spotify.com/artist/5blvB6N3OACeH0gJL9BRqf,,Rap-HipHop-RnB,Rap-HipHop-RnB
Les indépendants de bône,https://open.spotify.com/artist/0WVsrPVEfpId0bmzcuV5Wf,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jeanne Patronik,https://open.spotify.com/artist/21HK8UZA439q6bjQ0cpu2M,,Rap-HipHop-RnB,Rap-HipHop-RnB
Stavo,https://open.spotify.com/artist/2j93xBBtZnS9YJGJUcWHwg,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jungle Jack,https://open.spotify.com/artist/36HOtWiV4nn0luNGSn2xAT,,Rap-HipHop-RnB,Rap-HipHop-RnB
63OG,https://open.spotify.com/artist/1wRx48q25O8HPDTyNOUQ2k,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jamso,https://open.spotify.com/artist/42ATKPvmj81n9JDOunFpqr,,Rap-HipHop-RnB,Rap-HipHop-RnB
S2,https://open.spotify.com/artist/60HWrpmSefhtMWCkghazzG,,Rap-HipHop-RnB,Rap-HipHop-RnB
Molière l'opéra urbain,https://open.spotify.com/artist/7eFL3K5giCsAHXus03F7Cd,,Rap-HipHop-RnB,Rap-HipHop-RnB
BatBat,https://open.spotify.com/artist/04q4egoK1OOrukoyGCXy0k,,Rap-HipHop-RnB,Rap-HipHop-RnB
tn_490,https://open.spotify.com/artist/1ULJBOKjmOpRsRRHP1vc2X,,Rap-HipHop-RnB,Rap-HipHop-RnB
Négatif clan,https://open.spotify.com/artist/2X3EEwXmRoFsQdjrUWWF0N,,Rap-HipHop-RnB,Rap-HipHop-RnB
Loïse,https://open.spotify.com/artist/3nmiCKhHVrYLvdhBs37t4c,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jude Heib | جود الهيب,https://open.spotify.com/artist/4RHQOcWVNYmDmWOiJCrDE1,,Rap-HipHop-RnB,Rap-HipHop-RnB
LATACHE1.7,https://open.spotify.com/artist/1yHj3nTuMqofPhYqWcpWq2,,Rap-HipHop-RnB,Rap-HipHop-RnB
AMELYNE,https://open.spotify.com/artist/2SKsmkgWfdYYRFyLgRLOY9,,Rap-HipHop-RnB,Rap-HipHop-RnB
OLEA,https://open.spotify.com/artist/0SXL8zcb4Kpty3av0stEnY,,Rap-HipHop-RnB,Rap-HipHop-RnB
Nass 10,https://open.spotify.com/artist/19f1JDx8moOd3V0KxU36ZD,,Rap-HipHop-RnB,Rap-HipHop-RnB
ZaK,https://open.spotify.com/artist/1AkVV9NXsfdkD14ZirLnbF,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jolando,https://open.spotify.com/artist/1DEgAavpXNtY1us79NRvDh,,Rap-HipHop-RnB,Rap-HipHop-RnB
E.R,https://open.spotify.com/artist/4T4jOlrGEL0aOPbll0OkUM,,Rap-HipHop-RnB,Rap-HipHop-RnB
Océane,https://open.spotify.com/artist/4shFWKEZwPllIHil9Z7LIg,,Rap-HipHop-RnB,Rap-HipHop-RnB
Izu,https://open.spotify.com/artist/3QNPChViSpPpFBxRc0z0HN,,Rap-HipHop-RnB,Rap-HipHop-RnB
Hina,https://open.spotify.com/artist/4Bf5qEld5ElkuNeaoapaPD,,Rap-HipHop-RnB,Rap-HipHop-RnB
TAUM,https://open.spotify.com/artist/5rFCClKV7VzOtd9lbXIbCz,,Rap-HipHop-RnB,Rap-HipHop-RnB
Monsieur Pof,https://open.spotify.com/artist/5K83OXhENKESdVU1oIkkbb,,Rap-HipHop-RnB,Rap-HipHop-RnB
Garret Rouleau,https://open.spotify.com/artist/5UQzIC2igpjEwb7zrKPEeM,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jules Rey,https://open.spotify.com/artist/3IOwV26aVul9dwjxlGs9vO,,Rap-HipHop-RnB,Rap-HipHop-RnB
Kameto Corp,https://open.spotify.com/artist/5mj4TNMOxQxALxfV5z4joz,,Rap-HipHop-RnB,Rap-HipHop-RnB
2N,https://open.spotify.com/artist/4pskk79w5evfqNu2OOXK8M,,Rap-HipHop-RnB,Rap-HipHop-RnB
Jeremstar,https://open.spotify.com/artist/5QZLTMRIyH5IOVHEjHH40J,,Rap-HipHop-RnB,Rap-HipHop-RnB
Amorella,https://open.spotify.com/artist/6JY4uZ2DGgFeY798NqBM6t,,Rap-HipHop-RnB,Rap-HipHop-RnB
ENVŸ 444,https://open.spotify.com/artist/7aATaf49VFhdsJGNYOnrqb,,Rap-HipHop-RnB,Rap-HipHop-RnB
Voleur2Voleur,https://open.spotify.com/artist/7cn1vmWwo5EnYDjXVzmmSr,,Rap-HipHop-RnB,Rap-HipHop-RnB
Tvslym,https://open.spotify.com/artist/7jPzAS2xqIxyKHhGHIfuyf,,Rap-HipHop-RnB,Rap-HipHop-RnB
i300,https://open.spotify.com/artist/5crOTgkcDtgMTCoatASEBs,,Rap-HipHop-RnB,Rap-HipHop-RnB
HK La Paille,https://open.spotify.com/artist/4NSdzXHjbwdR28akJRT9KY,,Rap-HipHop-RnB,Rap-HipHop-RnB
Le V,https://open.spotify.com/artist/3ixpW4Ayz5DVzrAVPvkTqW,,Rap-HipHop-RnB,Rap-HipHop-RnB
Rouquine,https://open.spotify.com/artist/7pJxy5TSBacc0UMMppaExZ,,Pop,Pop
Amaury,https://open.spotify.com/artist/0C0OTAymY2bmqgYZ0WZCJI,,Pop,Pop
Esmée,https://open.spotify.com/artist/4ltaLmNRwdD98CtEsot497,,Pop,Pop
Vernis Rouge,https://open.spotify.com/artist/6Miu2EYSCD74K7VzDYostC,,Pop,Pop
Noé Preszow,https://open.spotify.com/artist/6CZhbpXpR3VJNQWFkwd2Ic,,Pop,Pop
RORI,https://open.spotify.com/artist/1VGFnvgAwxMlV8D729gs5I,,Pop,Pop
Zaoui,https://open.spotify.com/artist/5nrmuhl0AXvSLeoZgB3Tmr,,Pop,Pop
Ebony,https://open.spotify.com/artist/0NCfVJ4NDxaKUW8yV4lUlQ,,Pop,Pop
Félix Radu,https://open.spotify.com/artist/0a0Pl9QiikzqYozn7qyooX,,Pop,Pop
St Graal,https://open.spotify.com/artist/7Kgv8CorcAKsG4of90vA5I,,Pop,Pop
Sam Sauvage,https://open.spotify.com/artist/1tlWl5ltF7CudnGGjF96KL,,Pop,Pop
Poppy Fusée,https://open.spotify.com/artist/5IFUbcd4w9UlVpsMNfY4FT,,Pop,Pop
Astral Bakers,https://open.spotify.com/artist/6VUpGE6ErMWwqZGepBWc0D,,Pop,Pop
Haley James Scott,https://open.spotify.com/artist/7y4JSWyptLDbIWn5LOhydr,,Pop,Pop
Mary Bach,https://open.spotify.com/artist/7jru0ViqMSSyuFFvC9Aw01,,Pop,Pop
Braeker,https://open.spotify.com/artist/7fGRdpiX855x7RBK8DjT1F,,Pop,Pop
Divaa,https://open.spotify.com/artist/1IQ8u7rMzxSfpwPsxg4afU,,Pop,Pop
Eric Elmosnino,https://open.spotify.com/artist/5t0Dm5xdg8RuMVt3OJ99UV,,Pop,Pop
Dolo Tonight,https://open.spotify.com/artist/3ED1AG2E67Epo3MBFVOFj9,,Pop,Pop
TheFrenchKris,https://open.spotify.com/artist/3mMx6lCCOvQZheRBZ3CTQs,,Pop,Pop
Bleu Soleil,https://open.spotify.com/artist/2HSmynRDUgRfom3fditkjf,,Pop,Pop
Nour,https://open.spotify.com/artist/2Z55seSc1gT7BWnV0ElFNL,,Pop,Pop
Lenaïg,https://open.spotify.com/artist/7LBRgobZF7IvkSKljcuGDb,,Pop,Pop
ANAÏS MVA,https://open.spotify.com/artist/2MBvn4Y3ugNmUlWp1W65QL,,Pop,Pop
Ève,https://open.spotify.com/artist/09X1kbjR9O2Cb3gdPvpgKG,,Pop,Pop
Allan,https://open.spotify.com/artist/7tJ1ZtOt4EOPyQnT8LE6rH,,Pop,Pop
THÉA,https://open.spotify.com/artist/6GGkEuZHoNpJsKYNZml2gL,,Pop,Pop
Rocket Mike,https://open.spotify.com/artist/18ssEKS9fXX1nbMg7mAzaU,,Pop,Pop
Rocket,https://open.spotify.com/artist/6HB56S5tXln4QbDVbnd3h6,,Pop,Pop
Strings From Paris,https://open.spotify.com/artist/4c520eahgQwzeJopRch4k4,,Pop,Pop
Parish,https://open.spotify.com/artist/6ivUbtNyjDbgw0PwCkHzTo,,Pop,Pop
Paris Kalpos,https://open.spotify.com/artist/63z0gOosInxV2a7J8UPDzM,,Pop,Pop
Candice Parise,https://open.spotify.com/artist/54XecBMigDK1bZ4bBo9dYR,,Pop,Pop
Paris Petitjean,https://open.spotify.com/artist/72tgvDZCJayys27ylPTM6K,,Pop,Pop
Natalie Paris,https://open.spotify.com/artist/4rNKsg7PLOeJY6EFH2sW2u,,Pop,Pop
Parishmita Phukan,https://open.spotify.com/artist/5k7aZzuDBkw4uyVSIVRkhB,,Pop,Pop
Marou Chenko,https://open.spotify.com/artist/24KPNVdpY6Sx0JaApiLOsr,,Pop,Pop
Marseille Capitale du Rap,https://open.spotify.com/artist/4dcePQod0y9jDp7u9S59BV,https://www.deezer.com/artist/267736202,Pop,Pop
lyon,https://open.spotify.com/artist/0sMTCr1FCVncLt9NnSWf4G,,Jazz-Soul,Jazz-Soul
Bilk,https://open.spotify.com/artist/5R45oNcDnRCz29ZXOiKeMZ,,Pop,Pop
Mortalla,https://open.spotify.com/artist/7xVHj5WkiGCygNfzWbOVRD,,Pop,Pop
Draviss,https://open.spotify.com/artist/3GzWhBfnYnIg373ftnyaqc,,Pop,Pop
Lünik,https://open.spotify.com/artist/4VZHxzdkp2sUlZwWw8pG1D,,Pop,Pop
YSN,https://open.spotify.com/artist/2JxvmvS4bijkOfkIrZcK0Q,,Pop,Pop
Pinpin OSP,https://open.spotify.com/artist/4mBczBFRo8QPX9CiRzDRxE,,Pop,Pop
Sansand,https://open.spotify.com/artist/0MJlQlTR7mSGW1mmwm94PZ,,Pop,Pop
PopKill,https://open.spotify.com/artist/0zcD72sViAieT1p9eBAW2e,,Pop,Pop
Killen.,https://open.spotify.com/artist/0faVSLrVTvEXkpSVBUQ3Wt,,Pop,Pop
Killer Ochoa,https://open.spotify.com/artist/2mTXutKh7C9SNxsZET0Nw4,,Pop,Pop
Killemv,https://open.spotify.com/artist/6CVrtiamrDDp2RWzSMzHNf,,Pop,Pop
KillerB,https://open.spotify.com/artist/40V9FiVXsO9bAxg9XIKGks,,Pop,Pop
Anna Lille,https://open.spotify.com/artist/4nwpfzpdL72UcfB0O3y6Gk,,Pop,Pop
Phil,https://open.spotify.com/artist/3FDHZRQQME4R1BFXqGugLp,,Pop,Pop
KILLI,https://open.spotify.com/artist/2VHuInTKPsBGsCDFn5WkxW,,Pop,Pop
Nina Lili J,https://open.spotify.com/artist/4pFzPeaxtoh7hF3XOXKicA,,Pop,Pop
Lili Poli,https://open.spotify.com/artist/0hSW0pdwbtPmPaJTOlBz8a,,Pop,Pop
Byr0n,https://open.spotify.com/artist/6NfyuSHSREdGccxgJv8lsU,,Pop,Pop
TKKF,https://open.spotify.com/artist/2UkuW3yyd5zeKnx4hVz6No,,Pop,Pop
L.I,https://open.spotify.com/artist/44HlnQO5S78GI8dZFHpfxv,,Pop,Pop
Neaj,https://open.spotify.com/artist/0eFmnuvX7ZDCsnOesNifzb,,Afrobeat-Amapiano,Afrobeat-Amapiano
King Luca,https://open.spotify.com/artist/1DEN3iWZL55rYkQCXVwkLz,,Afrobeat-Amapiano,Afrobeat-Amapiano
Djeneva,https://open.spotify.com/artist/74Bk9HuRAbkzv775XaTS2E,,Afrobeat-Amapiano,Afrobeat-Amapiano
Scopido,https://open.spotify.com/artist/2ow2JX9POxbX47g2hQ0Vae,,Afrobeat-Amapiano,Afrobeat-Amapiano
RECSOUND,https://open.spotify.com/artist/56ohZgEezvtb7u2LAx2jpC,,Afrobeat-Amapiano,Afrobeat-Amapiano
Theomaa,https://open.spotify.com/artist/49j7GvUPWXDkBZf3uUwMe6,,Afrobeat-Amapiano,Afrobeat-Amapiano
Doosko Niafo,https://open.spotify.com/artist/3j5vom9KtuBUImiFXCOTP0,,Afrobeat-Amapiano,Afrobeat-Amapiano
Bruzer,https://open.spotify.com/artist/1U2Bzt0bhkqHJj7L1WQdnB,,Afrobeat-Amapiano,Afrobeat-Amapiano
France Mpundu,https://open.spotify.com/artist/3H7eNFfmHDrZoHoTfDJyGE,,Afrobeat-Amapiano,Afrobeat-Amapiano
Dounia Jari,https://open.spotify.com/artist/2wGEnSqp6ZXg2LWGZF7mnQ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Dk2fois,https://open.spotify.com/artist/3532P4f6wikwfG2uvxXRnQ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Harley,https://open.spotify.com/artist/1w8f71fNCVvZtiz4DLd7N5,,Afrobeat-Amapiano,Afrobeat-Amapiano
wilsko,https://open.spotify.com/artist/1d38UPGn8PJ9XekumcIBha,,Afrobeat-Amapiano,Afrobeat-Amapiano
Hulk,https://open.spotify.com/artist/2D2Wm1oAJrDRzXVzxkyBOE,,Afrobeat-Amapiano,Afrobeat-Amapiano
Boumidjal X,https://open.spotify.com/artist/3i2AdhSP4YeSYY1m5JoUnK,,Afrobeat-Amapiano,Afrobeat-Amapiano
Danilo,https://open.spotify.com/artist/0nztDFQzc7SwCIGZnvDIJ7,,Afrobeat-Amapiano,Afrobeat-Amapiano
XVI,https://open.spotify.com/artist/0utiBmutysHdb0zXFCLMT2,,Afrobeat-Amapiano,Afrobeat-Amapiano
Shad Hottaboy,https://open.spotify.com/artist/3LWw4ar9kTrbOgTUvyZQjW,,Afrobeat-Amapiano,Afrobeat-Amapiano
Ashvma,https://open.spotify.com/artist/46fYppQRc2dAeDAMnrVb6R,,Afrobeat-Amapiano,Afrobeat-Amapiano
Shayne,https://open.spotify.com/artist/1DX6FDD9VMN2eJCmeFVbHi,,Afrobeat-Amapiano,Afrobeat-Amapiano
Onset Music Group,https://open.spotify.com/artist/191W2veGxkx4OXrhyN89RI,,Afrobeat-Amapiano,Afrobeat-Amapiano
Zaka Lavista,https://open.spotify.com/artist/3ZrvguSuVvHrFwbu9lFVe6,,Afrobeat-Amapiano,Afrobeat-Amapiano
Amapiano,https://open.spotify.com/artist/3o8EDZpDQR08SEy89J3C6X,,Afrobeat-Amapiano,Afrobeat-Amapiano
John Weezy b,https://open.spotify.com/artist/1jW9I7mQgyu3Z3sbUMxssU,,Afrobeat-Amapiano,Afrobeat-Amapiano
MC YOSHI,https://open.spotify.com/artist/33zatJq0MdffoK8tEpWVFu,,Afrobeat-Amapiano,Afrobeat-Amapiano
SLK,https://open.spotify.com/artist/6CBm5KPNnurK4hFutVDIpz,,Afrobeat-Amapiano,Afrobeat-Amapiano
Fouzia,https://open.spotify.com/artist/2k0TTdszNNaFtbS7XdReiF,,Afrobeat-Amapiano,Afrobeat-Amapiano
Vanou,https://open.spotify.com/artist/5bRjVnu5q4ySUkVYifxtGE,,Afrobeat-Amapiano,Afrobeat-Amapiano
K-Rosif,https://open.spotify.com/artist/5gFPNO9iQl6MI5vUawFGcV,,Afrobeat-Amapiano,Afrobeat-Amapiano
Mikado,https://open.spotify.com/artist/41Csk4RHbXp1jnMN4NWwOE,,Afrobeat-Amapiano,Afrobeat-Amapiano
Foxii,https://open.spotify.com/artist/5nU3O7mV2w9OiOxQFzlHEv,,Afrobeat-Amapiano,Afrobeat-Amapiano
Lé Will & Deuspi,https://open.spotify.com/artist/1DaLT7Mgy04h833FKXKGO0,,Afrobeat-Amapiano,Afrobeat-Amapiano
TKD,https://open.spotify.com/artist/0MzR7uO3295wLWGYILYKLV,,Afrobeat-Amapiano,Afrobeat-Amapiano
John Alenca,https://open.spotify.com/artist/57H433bibChwiap8GjXH34,,Afrobeat-Amapiano,Afrobeat-Amapiano
Mélanie Roux,https://open.spotify.com/artist/3GJgDsezyvycYCtVGZakzW,,Afrobeat-Amapiano,Afrobeat-Amapiano
Cynthia Brown,https://open.spotify.com/artist/33fN5sNaeAMrC59jertQJO,,Afrobeat-Amapiano,Afrobeat-Amapiano
BB Model,https://open.spotify.com/artist/23iD8oDOAADt26UUDAy047,,Afrobeat-Amapiano,Afrobeat-Amapiano
RandJess,https://open.spotify.com/artist/6jZCC4zK2doZjBdXJhaRPJ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afro Paradise,https://open.spotify.com/artist/3ol5cavHSs5SAXmXyyqYfz,,Afrobeat-Amapiano,Afrobeat-Amapiano
LAGOS IN PARIS,https://open.spotify.com/artist/2VaCLjX4lfeTILde1uhzMe,,Afrobeat-Amapiano,Afrobeat-Amapiano
Nana Paris,https://open.spotify.com/artist/15hVFys3FPHJewxXkZUDsr,,Afrobeat-Amapiano,Afrobeat-Amapiano
Ivon Paris,https://open.spotify.com/artist/6JIyTf7uDW0lSVgaHIM6at,,Afrobeat-Amapiano,Afrobeat-Amapiano
parisplacid,https://open.spotify.com/artist/1G8rdmu6UpkFFmIn5GwkOK,,Afrobeat-Amapiano,Afrobeat-Amapiano
Parish Records,https://open.spotify.com/artist/11sGkXdWNQ36Rd3Pzh672d,,Afrobeat-Amapiano,Afrobeat-Amapiano
Ksos 2 Marseille,https://open.spotify.com/artist/2zdlou6LobB4pQUKd49h5Q,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afro Queen,https://open.spotify.com/artist/0iQaClnw8ysyL24QKIeFuT,,Afrobeat-Amapiano,Afrobeat-Amapiano
Hiro Lyon,https://open.spotify.com/artist/2KoUu8kPi8vuUcSc6MatNX,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afios,https://open.spotify.com/artist/72JdiplJRSQimk2zqHnBUZ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afro LoFi,https://open.spotify.com/artist/3chNkr7AQdYg8k0TGEYAXU,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afro Lofi Guy,https://open.spotify.com/artist/4mmQa4fTJmJw06Jjw9IIVS,,Afrobeat-Amapiano,Afrobeat-Amapiano
Many Santana,https://open.spotify.com/artist/3rCZ4fFIVhGxQHg3UwizcJ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afro Connexion,https://open.spotify.com/artist/0JruE4kOBZvm512ggXVwkD,,Afrobeat-Amapiano,Afrobeat-Amapiano
Aspen Lyon,https://open.spotify.com/artist/33r2MHcVb6OP9DDjqYXD5Y,,Afrobeat-Amapiano,Afrobeat-Amapiano
Kelly Lyon,https://open.spotify.com/artist/4ifitpTpp7bzrEyxkHuFmj,,Afrobeat-Amapiano,Afrobeat-Amapiano
Andres Lion,https://open.spotify.com/artist/5ZmrAJnhksLdvY3sRXL7VE,,Afrobeat-Amapiano,Afrobeat-Amapiano
Lyon OL,https://open.spotify.com/artist/54b7hVHxsvkcerdfaiRtjA,,Afrobeat-Amapiano,Afrobeat-Amapiano
Lyonsus,https://open.spotify.com/artist/4Mwc4uv9W5IhxpMjtmhXIp,,Afrobeat-Amapiano,Afrobeat-Amapiano
GAZY MP,https://open.spotify.com/artist/5CWqAxPyMw1opbJyhvs6YO,,Afrobeat-Amapiano,Afrobeat-Amapiano
Le Juiice,https://open.spotify.com/artist/67MIpliQaIhUN1WLSkYEqC,,Afrobeat-Amapiano,Afrobeat-Amapiano
Marjinal,https://open.spotify.com/artist/2kw3kVYH86s8K0O4Pebofm,,Afrobeat-Amapiano,Afrobeat-Amapiano
Le Rain-T,https://open.spotify.com/artist/436LYXLKpr9NVSiKZHeU3k,,Afrobeat-Amapiano,Afrobeat-Amapiano
M87,https://open.spotify.com/artist/6cnRzKdsrVOB60CQDoEWYc,,Afrobeat-Amapiano,Afrobeat-Amapiano
Algéric,https://open.spotify.com/artist/6V788FEftK2VvhtleSaPwY,,Afrobeat-Amapiano,Afrobeat-Amapiano
Zouka,https://open.spotify.com/artist/21N9iz0cavLJXPL1v7Y2pJ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Stony Stone,https://open.spotify.com/artist/39eNWcMW3ts3zXEQQ34jgR,,Afrobeat-Amapiano,Afrobeat-Amapiano
Rever,https://open.spotify.com/artist/76BgGr8Oq2d63hustF8FPy,,Afrobeat-Amapiano,Afrobeat-Amapiano
Foda C,https://open.spotify.com/artist/3IG4wXzUoG2sb1895LQZIl,,Afrobeat-Amapiano,Afrobeat-Amapiano
oliver.,https://open.spotify.com/artist/46HcgmpPddfKZNUavHq8cx,,Afrobeat-Amapiano,Afrobeat-Amapiano
Black Crystal,https://open.spotify.com/artist/0ycesuZYfq0EHH0n32mGOy,,Afrobeat-Amapiano,Afrobeat-Amapiano
Atthida,https://open.spotify.com/artist/4EbnX1nj6cL5OW0nnFUNoE,,Afrobeat-Amapiano,Afrobeat-Amapiano
M Dutcha,https://open.spotify.com/artist/4CN697ObCTpVVqcEMemsvE,,Afrobeat-Amapiano,Afrobeat-Amapiano
HANÎ,https://open.spotify.com/artist/1M56F5uqrk6uA42Gmy6Vqv,,Afrobeat-Amapiano,Afrobeat-Amapiano
Maesic,https://open.spotify.com/artist/1GO0BdzMo0I4HNHfbaLbKZ,,Afrobeat-Amapiano,Afrobeat-Amapiano
Mont Rouge,https://open.spotify.com/artist/29Spoit35xez115MTLfMB4,,Afrobeat-Amapiano,Afrobeat-Amapiano
Noir Glacé,https://open.spotify.com/artist/6Ri4FuRv8fj3t0yRM2X0cE,,Afrobeat-Amapiano,Afrobeat-Amapiano
Malaka,https://open.spotify.com/artist/4PlX6Cqeaju4O4zj1hH4yA,,Afrobeat-Amapiano,Afrobeat-Amapiano
RHUM G,https://open.spotify.com/artist/04ujR8mizyQZjciXFR9XVW,,Afrobeat-Amapiano,Afrobeat-Amapiano
SubLife,https://open.spotify.com/artist/6PZjd0IGgGy8f1kVfKp7sc,,Afrobeat-Amapiano,Afrobeat-Amapiano
Stevo Atambire,https://open.spotify.com/artist/6gbEfMzGr0anNu4sKlXZye,,Afrobeat-Amapiano,Afrobeat-Amapiano
AMOR,https://open.spotify.com/artist/64sn2pm4VT4b2DiZM2Ptgl,,Afrobeat-Amapiano,Afrobeat-Amapiano
Afro Moombattack,https://open.spotify.com/artist/0buRzy2mdvzIN356nhsnsO,,Afrobeat-Amapiano,Afrobeat-Amapiano
AZKA,https://open.spotify.com/artist/20cVY12kekiJOzONmGOfyx,,Afrobeat-Amapiano,Afrobeat-Amapiano
LeadbacK,https://open.spotify.com/artist/6vwkbB0B8YKazNrN4QNozo,,Afrobeat-Amapiano,Afrobeat-Amapiano
Zukos,https://open.spotify.com/artist/5rJymkGmFXa3ip3yA294HY,,Afrobeat-Amapiano,Afrobeat-Amapiano
TSV,https://open.spotify.com/artist/1IqjRPbYDT5KpRy0VPweJF,,Afrobeat-Amapiano,Afrobeat-Amapiano
Awoga,https://open.spotify.com/artist/5rgixBBWuh7QiumR2X9E0k,,Afrobeat-Amapiano,Afrobeat-Amapiano
PalaisVert,https://open.spotify.com/artist/0zkOPDBgnhSOmItLnCD03s,,Afrobeat-Amapiano,Afrobeat-Amapiano
Ismatricule,https://open.spotify.com/artist/6ExdAuFeWUhDhSNLMCDrYd,,Afrobeat-Amapiano,Afrobeat-Amapiano
WEB,https://open.spotify.com/artist/0vpkGPve4zar394BIrZOGh,,Rock-Metal,Rock-Metal
L'Ordre Des Aventuriers,https://open.spotify.com/artist/1nn9NQhtKG0AfAjV5ZX8l4,,Rock-Metal,Rock-Metal
ASHEN,https://open.spotify.com/artist/0ussJndMOAWWfaUtXSttFU,,Rock-Metal,Rock-Metal
David Castello-Lopes,https://open.spotify.com/artist/5wQ1ffwDHKe06PEKCIgLNG,,Rock-Metal,Rock-Metal
Charles Ludig,https://open.spotify.com/artist/0hO9TrLGquZn6cxbNqgpGl,,Rock-Metal,Rock-Metal
Nicola Sirkis,https://open.spotify.com/artist/1GPOQdRaRdalF1ct9DKfuJ,,Rock-Metal,Rock-Metal
Camille Jansen,https://open.spotify.com/artist/3fPap8kKuNMRn5PR06x0gN,,Rock-Metal,Rock-Metal
Rockywhereyoubeen,https://open.spotify.com/artist/5pieMKHiTXhVZEmlMT0ij7,,Rock-Metal,Rock-Metal
Rockin Moroccin,https://open.spotify.com/artist/4qVKiA168f8kE2zKINggT0,,Rock-Metal,Rock-Metal
Rocket FX,https://open.spotify.com/artist/3dFUAutVe4CdBO7DMDtIN5,,Rock-Metal,Rock-Metal
Rock,https://open.spotify.com/artist/0l91JJ40pv3WaU8w5vunXC,,Rock-Metal,Rock-Metal
nous étions une armée,https://open.spotify.com/artist/2GT9RRFupyQile63whfk0t,,Rock-Metal,Rock-Metal
Baroque Jazz Trio,https://open.spotify.com/artist/0sSSNp6fVFQM5mHJHmdNso,,Rock-Metal,Rock-Metal
NASTYJOE,https://open.spotify.com/artist/670gKdLPnnsJjyiy9HzvaV,,Rock-Metal,Rock-Metal
USQUAM,https://open.spotify.com/artist/6mVWZkn0EnvjywSyW4kyK5,,Rock-Metal,Rock-Metal
CURSER,https://open.spotify.com/artist/1gEA35NM4LKYz4aaU9eHGI,,Rock-Metal,Rock-Metal
Droges,https://open.spotify.com/artist/5SDTx48ndpoXdLVYixXAHd,,Rock-Metal,Rock-Metal
Danon Hill,https://open.spotify.com/artist/3wGQWC6t7PC8O7TWXsTd0s,,Rock-Metal,Rock-Metal
