id_unique,nom,source,fans,genre,image_url,url_deezer,date_collecte
Dead Kitten Parade_deezer,Dead Kitten Parade,Deezer,133,Non spécifié,https://cdn-images.dzcdn.net/images/artist/8e2dd53f4dc1b1ea674f58f712e49201/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/123456,2026-01-20 16:28:07
Pump Up The 90's Party_deezer,Pump Up The 90's Party,Deezer,0,Non spécifié,https://cdn-images.dzcdn.net/images/artist//250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/789012,2026-01-20 16:28:08
