nom,followers,popularity,genres,categorie,image_url,url_spotify,nb_albums,nb_releases_recentes
Konieur,23113,51,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebba582f7c5ca7233d2f50a586,https://open.spotify.com/artist/3OFleM2K9wTLzf0wry6He3,12,12
TVLM,20297,50,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebbcd61543e1124441de794776,https://open.spotify.com/artist/6LNDkL0VeHXi0fMuefWS1w,17,14
RDR,4879,39,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb28ea868e03d0c54166315444,https://open.spotify.com/artist/2K8TwF85tEXePefdOxPZTW,21,16
Mecra Officiel,19177,34,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb4a36c8aedf42532649572f58,https://open.spotify.com/artist/2Ya02DIvFJEBvDBTznlYCp,29,12
Zitoune,20971,39,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebc8ae3780ce12bb9ce88c448b,https://open.spotify.com/artist/5TRkqLaI9iMFdFiqN1wAXa,18,15
ZABUZA,12303,45,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb920baaf072d481cfe922e336,https://open.spotify.com/artist/1BC1J2L4JXtQG3JgtDVCrk,80,43
RD,13874,29,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebb086ad6bfb831fd90e2629a7,https://open.spotify.com/artist/07ZWwj7nQevMbVVLgwjAU6,23,8
Lilleek,213,1,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273d7667647af97ff4149fec35c,https://open.spotify.com/artist/76GuUSbzRaO4eeL9PhAGBl,14,4
lille Caesar,13551,45,"norwegian pop, norwegian hip hop",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb594fe019191512d6335119b2,https://open.spotify.com/artist/79ydqO3TZ35NwkWtjyvugR,16,11
LILLE 16,272,6,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb2863a24af6d4beee35388514,https://open.spotify.com/artist/3FgDEdw02ZOkwuyWZTvIOV,7,7
RapZilla-LKM,2310,5,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb3ce327401332c6bc1447a81b,https://open.spotify.com/artist/39JrpTQZKfPHn4WWoyrMkU,19,2
LILLEN,1009,12,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb7b976517417efcae7baf3586,https://open.spotify.com/artist/04Me6qNw3Z1CIqUWrkmF5B,6,5
G-Kill,416,35,"french rap, french r&b",Rap-HipHop-RnB,,https://open.spotify.com/artist/2H3E75M2o5aedoI2KD0dvd,0,0
Lille Saus,1973,41,"russelåter, epadunk",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb6201975cdce5d4e2f458eb9a,https://open.spotify.com/artist/15saPvefLxxtw3nvTOCUg0,281,50
Lille Glenn,905,15,norwegian hip hop,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb4a05bf9c5a1589a3cccf6e07,https://open.spotify.com/artist/6bvvimLWYUw7cbXtGa5jw8,13,1
Lille Pablo,1948,16,"norwegian hip hop, norwegian pop",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebc828877f28eb07811b519023,https://open.spotify.com/artist/6Y4IHXCDwWvuNBmdqTIUTz,23,13
YLR,7714,38,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebdb440b11997d132e50c5c65d,https://open.spotify.com/artist/0djUVWD4NWGZt9PLAlvYXj,14,14
91 All Stars,27929,36,"french rap, pop urbaine",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb125d399554988a18f072d713,https://open.spotify.com/artist/2NXFKDjgSuIyiUUH2PEVHG,28,0
919gaijin,675,13,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb4672af285fa899c2a1ff0987,https://open.spotify.com/artist/2vAFMlKReC5aI7I0AlEiyK,38,13
Will Power 912,1004,23,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb28fe6147c01f783c71699e05,https://open.spotify.com/artist/1b6E8GKvKbrozg36WhLulf,21,19
Santos 912,8649,34,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebfbb1d7842a1a31fa37602b73,https://open.spotify.com/artist/4NbbicWEOV9MfkaTuZBUnh,37,16
Batata 914,500,26,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebbe5b7b6363437291d895e413,https://open.spotify.com/artist/7CujhbovMdUlyC4gZILB63,11,8
lvcas 91,724,16,boom bap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb449d95507bfd2f8356a93ac9,https://open.spotify.com/artist/4t26J3uwUdaNbiGaGvN10K,33,18
914PXPE!,375,7,"trap metal, horrorcore",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb04e3f94ac1f9a1da7fcf77e4,https://open.spotify.com/artist/1YRbRHu7EWHgjj6WMiQ4MZ,3,0
911,109,0,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273d00f414f2dd9465a357004cf,https://open.spotify.com/artist/1qksEGcCzvkUq8tDV4hJz5,2,0
T913,2546,29,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebb441ab243ff4da71fcb19cce,https://open.spotify.com/artist/47RRhnkvrKrC6tm7fNYQTN,19,2
Arso911,4137,3,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb201264449e88dee1eb42e794,https://open.spotify.com/artist/2qvmRNV5NTShJKvi4gAZft,0,0
Rap2Rue,322,21,german hip hop,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273b0fa596d0f6fed32a8ca981c,https://open.spotify.com/artist/5vDfFo9ko8zt163U2qTc2I,2,2
RD92,380,3,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebdfd51509c5afb97e1bd0ed10,https://open.spotify.com/artist/6gsBVohYkoryIZGoNhNua9,11,9
92_Montie,589,10,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb7c30c5167ce861023db0fbed,https://open.spotify.com/artist/2EuvBEH0mnMuqGadLoH87L,32,29
rz92i,1516,10,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebceabfd95e8bfba4f20febf8f,https://open.spotify.com/artist/77pl5wtTOGwF5FPUYUDEDz,7,3
Alka92140,4335,6,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273c0ba475640019fe104e1d26c,https://open.spotify.com/artist/0gxgKYUUgdbO3BOqz5iKDI,1,0
92 Zorba,1110,0,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebf880786657883ff241c99745,https://open.spotify.com/artist/5sdvHmw4yMrLqhLanxTjwz,1,0
929Reese,128,0,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273242474eb8bef6f1e5b9a0d9b,https://open.spotify.com/artist/5OnYrMdN2FX7LgFN5LVHC1,3,0
92!kris,136,2,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eba3f0598e5bb8fc653be96660,https://open.spotify.com/artist/2G9pux34dMxzqLEsxejwin,1053,48
nes929,397,12,tekno,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebc6b00301da8d24b0c41d984a,https://open.spotify.com/artist/3SNPmjhb121Cjy0Oskqsb4,10,10
Kasper 939,14369,28,"hip house, french rap",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebb5058c3452b621eacbb0da11,https://open.spotify.com/artist/6wUGiWb7FR3Cv39sELlp1U,18,0
Sp93,20559,44,drill,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebbeedb4808b122ca076433b20,https://open.spotify.com/artist/70BVuSoIusPEV52Fyi3RlK,22,12
93TWENTY,474,2,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb799dcf82f40a12805f4aa80d,https://open.spotify.com/artist/7uvFEQb8bV6u3pLMpMVnIi,14,5
VALO93,363,20,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b27350f903018ebe4c763fc61aa5,https://open.spotify.com/artist/1JNYkkxlv4mTQaO6KghFvo,3,0
elyasbitume93200,297,8,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb7dc233d4f64814edbafa9e3d,https://open.spotify.com/artist/6q02OCty2wYpEYoi9aGxPc,34,34
931Luhcam,100,15,,Rap-HipHop-RnB,,https://open.spotify.com/artist/5B1aYTxcbPhAflHD4jBOlu,0,0
Crie 930,13199,32,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb8447006f3a0af7ff562b2d94,https://open.spotify.com/artist/3dOo2vzOxx1HaSteQGb56s,81,9
L'BONVIEU93,450,6,drill,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb6093305e8d78caa8e9fac094,https://open.spotify.com/artist/3m2Za3aMSr52cqPE9uLmpk,18,9
TMK-93,202,4,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273277e8d80154406d50eb2723f,https://open.spotify.com/artist/5MG6UN1t9hL6la6Nvlqk7n,3,3
Jaso 930,334,15,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b27375b4faedd4f1a333b1daffab,https://open.spotify.com/artist/4nQV8vkMrr01QMueeoPdBu,14,9
Jaxxon936,814,35,german hip hop,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb2816a5d59aed133704150eb9,https://open.spotify.com/artist/0dkYlOk2RMo0gptziZCpvz,62,38
IN.94,7505,34,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebbb2cd4229165a762adea349a,https://open.spotify.com/artist/0uFKA5yAa06BUDouOb1X8C,27,15
Selim Du 94,128,19,french rap,Rap-HipHop-RnB,,https://open.spotify.com/artist/44Ksj1X9OheouX8eTKblOt,0,0
Gana94,367,14,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb1272ee2dee649d121f89b732,https://open.spotify.com/artist/5fe4yuC5Bkje8RvHWImwoO,12,9
Spzy94,572,6,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb0c1eb9219c931d1804f3bf98,https://open.spotify.com/artist/248vLcO5YRWGyVSX9GASDT,0,0
949PAYA$o,32607,38,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb4dff63eaeb12b94531772ad4,https://open.spotify.com/artist/1IKjfLTjdQB5p8lqsTgJI1,15,10
949_creeper,22164,37,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb874aea809f40e122e3ebde93,https://open.spotify.com/artist/1dsLZMddSbqEnWNrXAZMr7,18,6
Grizzly 942,1145,10,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebd34c4d021f7756388b611f43,https://open.spotify.com/artist/4KLjcYXXF6lORi2XOXAmz2,10,0
Lunar949,1294,16,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb084f359f076c8c53a11f4634,https://open.spotify.com/artist/5FM4iItgDdg47zRKbWnjzd,18,4
Karma 94,7576,34,latin hip hop,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebb8f160ad8faba5cb83c9c9f0,https://open.spotify.com/artist/1s1KgcCLx44NR59HUXy3ic,26,6
Ararat 94,337,7,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb8360c4c4aed856e08ef31f0d,https://open.spotify.com/artist/7H4UCmnZnE4nqw17ViN2B3,10,7
94DEEPC1,419,4,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb38a3bb5d8d043f01771fa600,https://open.spotify.com/artist/6gTh9HWrp6eXCFimIWygjn,31,21
94cbase,134,5,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eba72cde24a584fec75b889b4a,https://open.spotify.com/artist/1Kfww739H8cWDoDKUGRa51,8,2
9492,153,2,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebeaea522791d9776306b514ab,https://open.spotify.com/artist/3HTHXAB7L2s7GJckLusXwM,5,5
ELAY,3778,32,shatta,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb78dce337ee9aca179c2201b9,https://open.spotify.com/artist/06kGXnIA5ByoJa2SEg2m9H,25,19
New Jazz France,1054,21,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebc2472ff031a753d0f1025435,https://open.spotify.com/artist/10zN9gAaRm3XKwtYzVZNql,59,50
Pompe Man,16754,35,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb096adb7881e2c9aed725ec9d,https://open.spotify.com/artist/63a7hdn11sc2RXAlw5HUfV,12,11
Vernex,14155,39,"frenchcore, tekno",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebf77a681cc89abd5042074b92,https://open.spotify.com/artist/5OaeD9pHLRaEXNf6qZtgmC,65,38
REDVOLUTION,4120,31,"french rap, pop urbaine",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb8a932721a9722d6924bdfe80,https://open.spotify.com/artist/4hzO4p4VzL72ZFXF0YFYBn,17,0
THBW,8815,38,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebbd83387338bbd1a5a99bddfe,https://open.spotify.com/artist/6dstTZ3g2nRj6zcWICIUA7,11,9
Les indépendants de bône,857,8,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273498fb3ad6dd1256fac5688b8,https://open.spotify.com/artist/0WVsrPVEfpId0bmzcuV5Wf,20,15
Jeanne Patronik,551,6,french pop,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb30213ec5081703b9781cd7fa,https://open.spotify.com/artist/21HK8UZA439q6bjQ0cpu2M,3,2
Ino Casablanca,34469,53,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb9fc6a7e6e4b6e0c63401be2a,https://open.spotify.com/artist/5blvB6N3OACeH0gJL9BRqf,12,9
Stavo,35353,49,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebc0ceb0f4ebc04834caf26dd2,https://open.spotify.com/artist/2j93xBBtZnS9YJGJUcWHwg,63,34
63OG,34834,51,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebbff8b62dd4354c96d4599583,https://open.spotify.com/artist/1wRx48q25O8HPDTyNOUQ2k,54,39
S2,19984,52,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb65e0d14bd3e4ca4c134759a9,https://open.spotify.com/artist/60HWrpmSefhtMWCkghazzG,26,24
BatBat,33991,48,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb33ba8fe71e3c31e0be606f7a,https://open.spotify.com/artist/04q4egoK1OOrukoyGCXy0k,12,11
Négatif clan,1767,16,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb2ec2ae7a2b6b2de3129b79d4,https://open.spotify.com/artist/2X3EEwXmRoFsQdjrUWWF0N,14,10
Loïse,246,0,"french indie pop, french pop",Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb04011d42f087cc38d61396af,https://open.spotify.com/artist/3nmiCKhHVrYLvdhBs37t4c,8,2
Jude Heib | جود الهيب,5977,8,arabic hip hop,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebcb41180775585c4dbe5399a4,https://open.spotify.com/artist/4RHQOcWVNYmDmWOiJCrDE1,13,0
LATACHE1.7,4279,38,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb3ddfb053f04310154dde5389,https://open.spotify.com/artist/1yHj3nTuMqofPhYqWcpWq2,5,5
AMELYNE,2345,28,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb23b53e00da2a695d36a6a2d7,https://open.spotify.com/artist/2SKsmkgWfdYYRFyLgRLOY9,2,2
ZaK,616,1,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb5a1400b000963664de4f5461,https://open.spotify.com/artist/1AkVV9NXsfdkD14ZirLnbF,2,0
OLEA,114,0,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb61a73eea1b94411d1bfa0664,https://open.spotify.com/artist/0SXL8zcb4Kpty3av0stEnY,11,7
Nass 10,101,0,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebfbbb1d6ee60d27c0c2b8aac0,https://open.spotify.com/artist/19f1JDx8moOd3V0KxU36ZD,1,0
E.R,474,18,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b27398954de85148e9afe22c2778,https://open.spotify.com/artist/4T4jOlrGEL0aOPbll0OkUM,1,1
Jolando,353,4,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebe0214bbf6fc08308a4b5100d,https://open.spotify.com/artist/1DEgAavpXNtY1us79NRvDh,3,2
Océane,663,2,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5ebd00aef62020c864b30453796,https://open.spotify.com/artist/4shFWKEZwPllIHil9Z7LIg,5,0
Hina,358,15,pop urbaine,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb57fdc32eab53e5679572192f,https://open.spotify.com/artist/4Bf5qEld5ElkuNeaoapaPD,3,3
Izu,163,1,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb3a8c9a462702d1cb22cd8d6c,https://open.spotify.com/artist/3QNPChViSpPpFBxRc0z0HN,0,0
Monsieur Pof,1844,14,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b27364bbf07db552ad0e7754568c,https://open.spotify.com/artist/5K83OXhENKESdVU1oIkkbb,1,1
TAUM,207,2,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb04ce64d421345e9f37cb7245,https://open.spotify.com/artist/5rFCClKV7VzOtd9lbXIbCz,5,2
Garret Rouleau,199,11,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb98aaf4e490d735533699e384,https://open.spotify.com/artist/5UQzIC2igpjEwb7zrKPEeM,4,1
Jules Rey,969,2,,Rap-HipHop-RnB,https://i.scdn.co/image/ab6761610000e5eb8b46817b6b992dd2dd25f00b,https://open.spotify.com/artist/3IOwV26aVul9dwjxlGs9vO,5,0
Kameto Corp,3125,5,french rap,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273531139427f07ad2325dc3177,https://open.spotify.com/artist/5mj4TNMOxQxALxfV5z4joz,3,0
2N,983,8,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b273c1a5f06194bd6c9b6a64044b,https://open.spotify.com/artist/4pskk79w5evfqNu2OOXK8M,3,0
Amorella,156,6,,Rap-HipHop-RnB,https://i.scdn.co/image/ab67616d0000b2737e4308a4145240596ff00054,https://open.spotify.com/artist/6JY4uZ2DGgFeY798NqBM6t,1,1
