artist_id,nom,fans,total_albums,engagement_rate,radio,url_deezer,date_extraction,score_potentiel
14475059,morphée.,11071,8,100,True,https://www.deezer.com/artist/14475059,2025-12-17 10:42:40,97.01
10986,Kozi,9126,7,100,True,https://www.deezer.com/artist/10986,2025-12-17 10:39:54,95.89
6233782,Manns,16579,12,100,True,https://www.deezer.com/artist/6233782,2025-12-17 10:42:14,89.36
11100244,Bengous,15164,12,100,True,https://www.deezer.com/artist/11100244,2025-12-17 10:42:12,88.48
12526126,Omar Belmir,17293,20,100,True,https://www.deezer.com/artist/12526126,2025-12-17 10:46:41,85.53
500574,Wit.,17441,21,100,True,https://www.deezer.com/artist/500574,2025-12-17 10:40:00,84.92
10860702,Hind Ziadi,12564,14,100,True,https://www.deezer.com/artist/10860702,2025-12-17 10:46:38,84.83
91244,Demon One,13170,17,100,True,https://www.deezer.com/artist/91244,2025-12-17 10:44:59,83.12
3601941,Ajar,13586,18,100,True,https://www.deezer.com/artist/3601941,2025-12-17 10:45:58,82.82
189211037,poissonchat,12481,17,100,True,https://www.deezer.com/artist/189211037,2025-12-17 10:42:30,82.29
106306012,Koffi Lossa,15140,23,100,True,https://www.deezer.com/artist/106306012,2025-12-17 10:43:21,81.05
10182750,Nehuda,10858,16,100,True,https://www.deezer.com/artist/10182750,2025-12-17 10:48:12,80.15
85211872,Savage Toddy,16513,27,100,True,https://www.deezer.com/artist/85211872,2025-12-17 10:43:32,80.01
78200722,Johnny Jane,11056,17,100,True,https://www.deezer.com/artist/78200722,2025-12-17 10:45:54,79.8
14699063,Le Règlement,15564,26,100,True,https://www.deezer.com/artist/14699063,2025-12-17 10:42:36,79.64
16735,Iron Sy,9598,14,100,True,https://www.deezer.com/artist/16735,2025-12-17 10:44:41,78.92
65821,Babx,12298,22,100,True,https://www.deezer.com/artist/65821,2025-12-17 10:47:03,78.63
59160772,Leys,12847,23,100,True,https://www.deezer.com/artist/59160772,2025-12-17 10:48:21,78.62
323625,Karmen,9960,16,100,True,https://www.deezer.com/artist/323625,2025-12-17 10:47:59,78.31
1000791,BRAV,13175,25,100,True,https://www.deezer.com/artist/1000791,2025-12-17 10:45:14,77.79
55643122,Juste Shani,10020,18,100,True,https://www.deezer.com/artist/55643122,2025-12-17 10:48:31,77.02
87813262,Tuerie,12284,25,100,True,https://www.deezer.com/artist/87813262,2025-12-17 10:47:16,76.79
7471084,ALA.NI,9733,18,100,True,https://www.deezer.com/artist/7471084,2025-12-17 10:47:05,76.45
4895746,La Chica,10829,23,100,True,https://www.deezer.com/artist/4895746,2025-12-17 10:46:52,75.24
84898762,Zinee,7024,12,100,True,https://www.deezer.com/artist/84898762,2025-12-17 10:47:51,75.24
5246295,Gros Mo,12941,31,100,True,https://www.deezer.com/artist/5246295,2025-12-17 10:47:09,73.69
8608904,SahBabii,15476,39,100,True,https://www.deezer.com/artist/8608904,2025-12-17 10:44:16,72.86
13796715,Matieu White,14221,36,100,True,https://www.deezer.com/artist/13796715,2025-12-17 10:47:33,72.79
15122023,Mini RTTCLAN,12959,33,100,True,https://www.deezer.com/artist/15122023,2025-12-17 10:39:43,72.7
125769142,Dertay,8979,21,100,True,https://www.deezer.com/artist/125769142,2025-12-17 10:42:24,72.45
127064582,gazy mp,9297,22,100,True,https://www.deezer.com/artist/127064582,2025-12-17 10:43:24,72.45
5282146,Thomas De Pourquery,6122,13,100,True,https://www.deezer.com/artist/5282146,2025-12-17 10:46:56,72.02
193495627,Oussama,9963,26,100,True,https://www.deezer.com/artist/193495627,2025-12-17 10:41:04,71.18
