nom,fans,nb_albums,nb_titres,categorie,image_url,url_deezer,nb_releases_recentes
Lyan Paris,8491,60,60,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/d80185b76347931bcd9a851386e54549/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5792,9
L'ADN DU RAP FRANCAIS,732,11,11,Autre,https://cdn-images.dzcdn.net/images/artist/bb7857da146e480564e294123ea37698/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/59996692,0
Momo Rap Français,225,3,3,Autre,https://cdn-images.dzcdn.net/images/artist/2961414557ffdda2236120693fe260ee/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/15208755,0
Rap,7529,57,57,Autre,https://cdn-images.dzcdn.net/images/artist/ab3c2e0ce8881e1cc87cf833b54e2b7f/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4029302,18
Assassin,45816,12,12,Autre,https://cdn-images.dzcdn.net/images/artist/42551d0ad0cdddaabe6529ffd2b53f46/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/2521,5
François Valéry,19809,11,11,Autre,https://cdn-images.dzcdn.net/images/artist/98f0e675a4ee2d5488159f621cf763f6/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/8715,3
Francis Lai,10883,135,135,Autre,https://cdn-images.dzcdn.net/images/artist/de89c5a14b23b6e11adb9ee3b352eebd/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/15986,6
Francis Skyes,252,36,36,Autre,https://cdn-images.dzcdn.net/images/artist/6bd16615b8ace324a5295a8e6e80b2af/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/91788562,15
Winx Club,7975,49,49,Autre,https://cdn-images.dzcdn.net/images/artist/7f4ed8abe2a3e34c65ba219f9b68f32b/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/371284,2
Francoise Sanders,1371,25,25,Autre,https://cdn-images.dzcdn.net/images/artist/0811932b673a10b14c179fa707ffb93e/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/4158472,3
François de Roubaix,10758,23,23,Autre,https://cdn-images.dzcdn.net/images/artist/1dc33e89990cfe63899e3cf28a7458e0/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/10582,5
François Morel,6615,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/3b87360710b1462b40e352dd625a22aa/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/110589,1
François Deguelt,2145,25,25,Autre,https://cdn-images.dzcdn.net/images/artist/484441827edac76146a21c9029dee718/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/86799,2
Françoiz Breut,9779,20,20,Autre,https://cdn-images.dzcdn.net/images/artist/2952d6794374d794ecbceea5af1b3a32/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6787,2
François Pérusse,12356,16,16,Autre,https://cdn-images.dzcdn.net/images/artist/f6562febad9ff90b27b8d0aab630af27/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/3012,0
François Leleux,1636,21,21,Autre,https://cdn-images.dzcdn.net/images/artist/ec2781e58804d9ba961787231fc11b1c/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/76432,1
